0.000000000000000000e+00	3.636530402937243611e-01	7.117176765449850784e-01	2.885015773518387672e+00
1.562500000000000000e+00	3.747750796504665249e-01	7.875643040918515192e-01	2.921028697552364939e+00
3.125000000000000000e+00	4.063865523587130713e-01	8.520791603126616209e-01	2.928357272604639405e+00
4.687500000000000000e+00	4.553608945617009796e-01	9.048460997461690303e-01	2.908022556318855756e+00
6.250000000000000000e+00	5.184819335994538259e-01	9.460762360690599948e-01	2.861629460208880982e+00
7.812500000000000000e+00	5.928869803125494942e-01	9.763832625524505593e-01	2.790965803148633739e+00
9.375000000000000000e+00	6.761653146591503072e-01	9.966140273202150901e-01	2.697806108439812167e+00
1.093750000000000000e+01	7.662785057338762362e-01	1.007736277848218620e+00	2.583873026376146242e+00
1.250000000000000000e+01	8.614293586041612549e-01	1.010767176120829225e+00	2.450892571197664349e+00
1.406250000000000000e+01	9.599476603018484155e-01	1.006725680114736621e+00	2.300689809857704660e+00
1.562500000000000000e+01	1.060221255417803876e+00	9.965976944132580728e-01	2.135288210984027657e+00
1.718750000000000000e+01	1.160677553993399114e+00	9.813089059674787729e-01	1.956988673422213498e+00
1.875000000000000000e+01	1.259807618987505151e+00	9.617042582518671168e-01	1.768413681723516984e+00
2.031250000000000000e+01	1.356216888009948995e+00	9.385346217014023384e-01	1.572507588531671718e+00
2.187500000000000000e+01	1.448683737065707522e+00	9.124510454198864196e-01	1.372487343236300505e+00
2.343750000000000000e+01	1.536209082284407446e+00	8.840059811243298205e-01	1.171741449237464927e+00
2.500000000000000000e+01	1.618045760445618431e+00	8.536599360256748037e-01	9.736808889145943668e-01
2.656250000000000000e+01	1.693703455402626679e+00	8.217915684665324516e-01	7.815554935219074517e-01
2.812500000000000000e+01	1.762931199527332238e+00	7.887093296454920077e-01	5.982608146532348847e-01
2.968750000000000000e+01	1.825683586619496257e+00	7.546631800986729477e-01	4.261691519637308412e-01
3.125000000000000000e+01	1.882078292895318583e+00	7.198554333183532217e-01	2.670172050929158214e-01
3.281250000000000000e+01	1.932351951528861633e+00	6.844502434284926995e-01	1.218709972423613341e-01
3.437500000000000000e+01	1.976819554426697101e+00	6.485815895672726317e-01	-8.831367317443286624e-03
3.593750000000000000e+01	2.015840390503306878e+00	6.123598170569528598e-01	-1.251774236207710000e-01
3.750000000000000000e+01	2.049791609953409921e+00	5.758769012655269304e-01	-2.276473988054804054e-01
3.906250000000000000e+01	2.079049148169671124e+00	5.392106368061692079e-01	-3.169789911733995047e-01
4.062500000000000000e+01	2.103974969794044192e+00	5.024279508645870251e-01	-3.940501456209675735e-01
4.218750000000000000e+01	2.124909309730837137e+00	4.655875237396213673e-01	-4.597893884606713555e-01
4.375000000000000000e+01	2.142166598148069756e+00	4.287418665725207800e-01	-5.151145479398320237e-01
4.531250000000000000e+01	2.156033939680282785e+00	3.919389806096358342e-01	-5.608955603617875596e-01
4.687500000000000000e+01	2.166771256048921845e+00	3.552236963426691485e-01	-5.979351804840254969e-01
4.843750000000000000e+01	2.174612434795449190e+00	3.186387697136007224e-01	-6.269616603609298178e-01
5.000000000000000000e+01	2.179767022617690841e+00	2.822257955859495682e-01	-6.486287344104421093e-01
5.156250000000000000e+01	2.182422156403613034e+00	2.460259852761004229e-01	-6.635195877753974347e-01
5.312500000000000000e+01	2.182744537945657370e+00	2.100808438908038367e-01	-6.721526474477683699e-01
5.468750000000000000e+01	2.180882334717967108e+00	1.744327759057738569e-01	-6.749879479183609199e-01
5.625000000000000000e+01	2.176966942432017493e+00	1.391256409337893740e-01	-6.724333597006145746e-01
5.781250000000000000e+01	2.171114578313394716e+00	1.042052770027064035e-01	-6.648503360848666555e-01
5.937500000000000000e+01	2.163427694208066576e+00	6.972000544818292289e-02	-6.525590476450984223e-01
6.093750000000000000e+01	2.153996211098391456e+00	3.572112884861115140e-02	-6.358428712610769695e-01
6.250000000000000000e+01	2.142898583942740576e+00	2.263429071715442574e-03	-6.149522435022664046e-01
