0.000000000000000000e+00	-1.000000000000000000e+00	1.000000000000000000e+00
1.562500000000000000e-02	-9.842497702649594116e-01	1.005164729724608241e+00
3.125000000000000000e-02	-9.682361684843420191e-01	1.010241415073624971e+00
4.687500000000000000e-02	-9.519392704729174870e-01	1.015228725176653413e+00
6.250000000000000000e-02	-9.353383153309714482e-01	1.020125225603661479e+00
7.812500000000000000e-02	-9.184115926226552595e-01	1.024929372371260916e+00
9.375000000000000000e-02	-9.011363206783287172e-01	1.029639505009886991e+00
1.093750000000000000e-01	-8.834885801260425886e-01	1.034253846281513178e+00
1.250000000000000000e-01	-8.654431629409545801e-01	1.038770491952506481e+00
1.406250000000000000e-01	-8.469734529020322977e-01	1.043187404759830628e+00
1.562500000000000000e-01	-8.280512940816565637e-01	1.047502407009743619e+00
1.718750000000000000e-01	-8.086468828194418590e-01	1.051713174354914404e+00
1.875000000000000000e-01	-7.887285290825165607e-01	1.055817221981772969e+00
2.031250000000000000e-01	-7.682625586959247466e-01	1.059811898255389462e+00
2.187500000000000000e-01	-7.472131520284283068e-01	1.063694374697200740e+00
2.343750000000000000e-01	-7.255421222285326488e-01	1.067461632349343326e+00
2.500000000000000000e-01	-7.032087436944317593e-01	1.071110450842032602e+00
2.656250000000000000e-01	-6.801695269850202008e-01	1.074637393139541874e+00
2.812500000000000000e-01	-6.563780209378816677e-01	1.078038792573389859e+00
2.968750000000000000e-01	-6.317845690450489826e-01	1.081310735634035680e+00
3.125000000000000000e-01	-6.063360770827063151e-01	1.084449044611476953e+00
3.281250000000000000e-01	-5.799757848031926732e-01	1.087449261710135007e+00
3.437500000000000000e-01	-5.526430335022128881e-01	1.090306631569932794e+00
3.593750000000000000e-01	-5.242729942607337046e-01	1.093016072877324385e+00
3.750000000000000000e-01	-4.947964021877269136e-01	1.095572160246175653e+00
3.906250000000000000e-01	-4.641393488522524424e-01	1.097969100968133160e+00
4.062500000000000000e-01	-4.322232228889787975e-01	1.100200714629451237e+00
4.218750000000000000e-01	-3.989644267673325140e-01	1.102260403664908628e+00
4.375000000000000000e-01	-3.642743389229833317e-01	1.104141129110276953e+00
4.531250000000000000e-01	-3.280593255298351885e-01	1.105835384930440091e+00
4.687500000000000000e-01	-2.902208712701141446e-01	1.107335172686036762e+00
4.843750000000000000e-01	-2.506558716871906123e-01	1.108631977319336270e+00
5.000000000000000000e-01	-2.092571391284765991e-01	1.109716745069550203e+00
5.156250000000000000e-01	-1.659141514093076808e-01	1.110579864370971448e+00
5.312500000000000000e-01	-1.205142006696008766e-01	1.111211152240386912e+00
5.468750000000000000e-01	-7.294389495258440936e-02	1.111599847012804565e+00
5.625000000000000000e-01	-2.309121685728194456e-02	1.111734610441978299e+00
5.781250000000000000e-01	2.915180350806253345e-02	1.111603542236061504e+00
5.937500000000000000e-01	8.388568766726389736e-02	1.111194210189091258e+00
6.093750000000000000e-01	1.411992690583764587e-01	1.110493700166156561e+00
