date,weighted_ili_National,weighted_ili_Region 1,weighted_ili_Region 2,weighted_ili_Region 3,weighted_ili_Region 4,weighted_ili_Region 5,weighted_ili_Region 6,weighted_ili_Region 7,weighted_ili_Region 8,weighted_ili_Region 9,weighted_ili_Region 10,unweighted_ili_National,unweighted_ili_Region 1,unweighted_ili_Region 2,unweighted_ili_Region 3,unweighted_ili_Region 4,unweighted_ili_Region 5,unweighted_ili_Region 6,unweighted_ili_Region 7,unweighted_ili_Region 8,unweighted_ili_Region 9,unweighted_ili_Region 10
9/5/2010,1.01432,0.423526,0.90519,1.24217,0.983337,0.658989,1.3194,0.639605,0.595826,1.5181,0.909684,1.03398,0.380454,0.982115,1.0412,1.26457,0.853224,1.46754,0.655052,0.608741,1.00889,1.36472
9/12/2010,1.01233,0.404256,0.986935,1.0848,0.821918,0.733306,1.1315,0.610827,0.540882,2.00122,0.419985,0.934009,0.417424,0.947724,0.993109,0.909942,0.833369,1.22572,0.603845,0.557997,1.37263,0.717555
9/19/2010,1.11803,0.446418,0.863729,1.27738,0.917466,0.710295,1.21762,0.984456,0.522486,2.36169,0.416188,1.08189,0.456331,1.17267,1.13439,1.06167,0.828639,1.28708,0.753433,0.560611,1.89056,0.726962
9/26/2010,1.11806,0.357445,1.07986,1.14358,1.00375,0.613513,1.33966,0.944703,0.492163,2.25232,0.432273,1.06563,0.376027,1.13628,1.08265,1.07843,0.707688,1.47433,0.854894,0.536017,1.7554,0.827386
10/3/2010,1.10939,0.415796,1.16869,1.01984,0.937956,0.673682,1.84949,0.991063,0.659316,1.73524,0.530928,1.13505,0.495312,1.13745,1.12482,1.15532,0.835133,2.01923,0.93958,0.688494,1.42154,0.539
10/10/2010,1.24341,0.58519,1.32645,1.2933,1.05782,0.754806,1.86262,1.08027,0.540524,1.91822,0.970664,1.25256,0.64887,1.35759,1.26966,1.28496,0.923484,1.98193,0.988418,0.579103,1.58614,1.01235
10/17/2010,1.25726,0.587396,1.21948,1.13853,1.04967,0.863591,1.99312,1.06182,0.620904,1.98148,0.822039,1.2457,0.623754,1.24332,1.2164,1.27593,1.00959,2.06312,1.01452,0.631963,1.64201,0.820398
10/24/2010,1.25734,0.572541,1.38946,1.0814,1.16973,0.861809,1.99243,0.845718,0.72754,1.77791,0.934162,1.26774,0.615456,1.28152,1.24766,1.38586,0.988713,2.08067,0.784242,0.705801,1.57914,0.960545
10/31/2010,1.43414,0.603793,1.22194,1.22399,1.39923,1.02943,2.24871,0.742364,0.754633,2.27503,0.900647,1.43723,0.643994,1.39518,1.30668,1.67282,1.12626,2.35225,0.667116,0.771847,1.91872,1.05685
11/7/2010,1.51838,0.556758,1.39471,1.29275,1.56161,0.948068,2.36384,1.17186,0.653131,2.34478,1.02505,1.53341,0.597641,1.60078,1.41663,1.95809,1.07912,2.32952,1.11553,0.663631,1.79015,1.03808
11/14/2010,1.61617,0.705164,1.42987,1.27122,1.82267,0.948368,2.40205,1.07974,0.720076,2.52885,1.18495,1.69445,0.71949,1.74926,1.44653,2.33141,1.08154,2.43491,1.00709,0.728806,2.16156,1.20953
11/21/2010,1.84378,0.820865,1.65444,1.48456,2.19692,1.03662,2.61929,1.00558,0.719671,2.83317,1.70828,1.9915,0.857945,2.14984,1.58992,2.96651,1.26375,2.69265,0.99356,0.709284,2.23447,1.88335
11/28/2010,1.72535,0.689018,2.19869,1.47526,1.94076,0.926949,2.46261,1.39302,0.749755,2.44015,0.973474,1.81305,0.753337,2.42575,1.54478,2.24884,1.06968,2.53594,1.33174,0.74877,2.2227,1.12733
12/5/2010,1.87923,0.760426,2.48266,1.45221,2.24256,0.964041,2.33473,1.3103,0.803936,2.92539,1.05214,2.01426,0.794859,2.65528,1.60902,2.77862,1.15761,2.40649,1.25906,0.764202,2.77862,1.21555
12/12/2010,2.3371,0.802437,3.01943,1.62095,3.33764,1.06663,2.8973,1.55739,0.820845,3.43547,0.981582,2.55659,0.832277,3.20675,1.70037,4.40479,1.30506,2.90562,1.45739,0.795665,3.14365,1.16805
12/19/2010,3.03533,1.01492,4.21664,2.17871,4.39114,1.38365,3.8447,1.98246,0.892953,4.16915,1.25744,3.38185,1.05532,4.24355,2.15613,6.00586,1.91246,3.81037,1.74216,1.00549,3.50819,1.93496
12/26/2010,3.136,1.13074,4.47832,2.61376,3.99718,1.69891,3.77879,2.28887,0.985023,4.16749,2.35441,3.43172,1.24659,4.40213,2.38749,5.12412,2.35286,4.1885,2.2279,1.11879,3.2349,2.18824
1/2/2011,2.53336,0.959888,3.33753,2.20241,3.25044,1.52658,3.33221,1.67952,0.724956,3.23196,1.44406,2.69151,0.98727,3.29682,2.2967,3.89317,1.92114,3.4825,1.66817,0.8338,2.78966,1.47184
1/9/2011,2.91288,1.18688,3.83669,2.45368,3.61067,1.73968,4.42108,1.74762,1.35589,3.4291,1.48738,2.91063,1.20164,3.29283,2.60583,3.84329,2.17022,4.39163,1.64076,1.13397,2.98214,1.76578
1/16/2011,3.44497,1.20524,3.65077,3.28175,4.23423,2.44083,5.74786,1.95837,1.44967,3.76368,1.47542,3.49232,1.22017,3.02833,3.52709,4.44884,2.96976,5.67214,1.92172,1.53432,3.41842,2.27011
1/23/2011,4.16185,1.40872,3.93498,4.04917,5.02216,3.33709,6.90089,3.27881,1.53869,4.22906,2.07762,4.0037,1.48875,2.91726,4.26553,5.15916,3.83761,6.37602,3.21918,1.83981,3.63208,2.4073
1/30/2011,4.55159,1.87486,4.05683,4.41603,5.50707,3.78044,7.60514,4.31794,2.2115,4.04219,2.63905,4.43534,1.91724,2.8588,4.72139,5.60304,4.24329,7.63539,4.04619,2.36038,3.66519,3.04125
2/6/2011,4.46504,1.99294,4.09076,4.05556,5.22451,3.3294,7.77494,3.68418,2.5188,4.52405,2.47084,4.24215,2.0703,2.88752,4.52279,5.42422,3.65033,7.47696,3.51263,2.66764,3.9732,3.00692
2/13/2011,4.55124,2.31154,4.25042,3.96545,4.80563,3.31857,7.94874,4.52672,2.65461,4.6947,3.91067,4.39719,2.40399,2.9446,4.61199,4.96053,3.60457,7.84706,4.29399,2.85394,4.07985,4.45163
2/20/2011,4.0822,2.32248,4.31914,3.56746,3.86862,3.13872,6.25285,4.67032,2.51181,4.72162,3.4573,3.90256,2.47926,2.96632,4.10813,4.04289,3.39766,6.08464,4.41171,2.76227,3.91641,4.03129
2/27/2011,3.38812,1.75247,3.44821,2.9587,2.8014,2.85753,4.74045,3.73408,2.24292,4.53929,3.33706,3.15073,1.87412,2.35697,3.30566,2.90504,3.09787,4.66002,3.6887,2.53269,3.88142,4.10359
3/6/2011,2.99142,1.65827,3.18862,2.58462,2.49945,2.51636,3.57418,3.46795,2.13623,4.21272,3.20568,2.72422,1.81286,2.10589,2.66948,2.58458,2.6587,3.59841,3.32065,2.21799,3.47631,4.06182
3/13/2011,2.61542,1.36504,3.17757,2.03908,1.97996,2.40202,3.01461,2.28107,1.697,3.92503,3.07455,2.33336,1.47429,2.05619,2.17808,2.07046,2.54729,3.09767,2.20245,1.74848,3.2061,3.2109
3/20/2011,2.09065,1.02294,2.49454,1.6746,1.60573,1.61533,2.89336,1.74696,1.39708,2.99716,2.79447,1.925,1.16698,1.92384,1.72993,1.66264,1.88433,2.94501,1.7106,1.43239,2.56864,3.28382
3/27/2011,1.86146,1.11948,2.74673,1.54238,1.48932,1.52675,2.00158,1.39176,1.10508,2.84696,1.65878,1.75243,1.20439,1.94582,1.65572,1.58735,1.74932,2.06325,1.37669,1.17928,2.34831,1.96174
4/3/2011,1.61377,0.934313,2.46478,1.50303,1.29491,1.2669,1.83492,1.21802,0.82457,2.39777,1.18923,1.57704,1.05528,1.93576,1.42529,1.42094,1.50218,1.99956,1.13805,0.880982,2.03859,1.76932
4/10/2011,1.42199,0.834506,2.22908,1.42574,1.15797,0.902013,1.46036,1.04518,0.79173,2.29387,1.22909,1.35766,0.973051,1.65522,1.32864,1.27513,1.05834,1.56035,0.975513,0.777068,1.92534,1.66379
4/17/2011,1.3382,0.779753,2.19754,1.19343,1.09327,0.853615,1.47911,0.790359,0.63713,2.13977,1.30604,1.31223,0.885076,1.65673,1.18271,1.19631,1.09488,1.58658,0.757343,0.669308,2.00916,1.32693
4/24/2011,1.19995,0.675821,1.74624,0.943678,1.08827,0.774965,1.32832,0.645403,0.586726,2.07516,0.900723,1.14937,0.773922,1.31841,0.962998,1.13361,0.95721,1.50336,0.654554,0.634069,1.62738,1.16402
5/1/2011,1.14889,0.592222,1.6154,0.97519,1.02882,0.751988,1.41019,0.473599,0.508552,1.93387,0.891192,1.11451,0.708277,1.22167,0.961617,1.15425,0.90715,1.52937,0.488315,0.535572,1.71312,1.07672
5/8/2011,1.12194,0.515393,1.71908,0.931867,0.91854,0.764519,1.44453,0.558647,0.453815,1.86598,0.779229,1.10984,0.610837,1.28124,0.953846,1.1153,1.02856,1.49276,0.540941,0.488882,1.63397,0.932401
5/15/2011,1.06712,0.498389,1.4441,0.966373,0.926207,0.767403,1.21322,0.537655,0.467729,1.82117,0.824355,1.0524,0.61143,1.19091,1.01626,1.09864,0.903942,1.30721,0.58281,0.503634,1.41593,1.10209
5/22/2011,1.05058,0.555332,1.91,0.944452,0.895342,0.636552,1.09818,0.541853,0.394367,1.80521,0.516304,1.03536,0.719706,1.3966,0.956848,1.02701,0.824154,1.17903,0.586581,0.438336,1.30175,0.921709
5/29/2011,1.15203,0.574262,1.83152,0.945006,0.977316,0.821782,1.22396,0.181779,0.367483,2.15327,0.705812,1.11777,0.727326,1.27114,0.971951,1.21647,1.14252,1.25445,0.269804,0.413696,1.513,1.2173
6/5/2011,0.970975,0.505594,1.2816,1.07246,0.868304,0.584781,0.939862,0.1855,0.324692,1.91803,0.586891,0.982949,0.675241,1.25873,0.977846,0.988973,0.810229,1.00705,0.262097,0.366576,1.4076,0.966011
6/12/2011,0.894683,0.493534,1.34325,1.00115,0.746858,0.50683,1.1047,0.0603154,0.30131,1.56212,0.67561,0.925194,0.659783,1.20955,0.938552,0.865827,0.707976,1.18269,0.0879894,0.342274,1.14337,1.07306
6/19/2011,0.843568,0.461867,1.26116,0.878748,0.732376,0.539359,0.908702,0.241549,0.240923,1.47918,0.625967,0.835531,0.598802,1.05205,0.806282,0.786176,0.703093,0.995137,0.271893,0.274871,1.08355,1.19942
6/26/2011,0.815409,0.416608,0.637261,0.806009,0.794476,0.636735,1.16308,0.0788898,0.255479,1.43733,0.417848,0.832393,0.554222,0.988954,0.792131,0.765225,0.865801,1.18643,0.084406,0.25692,1.04852,0.915475
7/3/2011,0.823052,0.46983,0.401139,1.09835,0.830055,0.739607,0.906745,0.128025,0.371284,1.46441,0.331375,0.855591,0.622089,0.927139,0.781817,0.891008,1.01588,0.989863,0.122055,0.392749,1.04917,0.701262
7/10/2011,0.674635,0.428519,0.345868,0.74931,0.676871,0.401721,0.915695,0.0756533,0.216589,1.38325,0.282467,0.706949,0.557202,0.784996,0.664819,0.711366,0.544218,1.00361,0.0830134,0.26369,1.00646,0.595641
7/17/2011,0.631883,0.437277,0.31015,0.724027,0.623068,0.482063,0.739525,0.135862,0.315589,1.23902,0.223711,0.694387,0.571728,0.683549,0.648661,0.723598,0.708499,0.908809,0.209059,0.357375,0.87552,0.568255
7/24/2011,0.641513,0.412251,0.372588,0.942104,0.593878,0.440356,0.811418,0.122922,0.274777,1.16745,0.265168,0.687976,0.531569,0.724281,0.678069,0.663124,0.700266,0.943828,0.204874,0.331337,0.835699,0.508497
7/31/2011,0.529813,0.378898,0.411607,0.772828,0.512892,0.580668,0.779258,0.123973,0.298386,0.523629,0.202155,0.644743,0.494274,0.721394,0.617299,0.663192,0.83599,0.890037,0.137655,0.358311,0.478304,0.367889
8/7/2011,0.644089,0.391519,0.508846,0.692637,0.665358,0.460299,0.856841,0.0966253,0.280377,1.13543,0.256942,0.67533,0.51754,0.756175,0.6063,0.770459,0.666306,0.883874,0.13197,0.301981,0.760802,0.536368
8/14/2011,0.667718,0.43582,0.404115,0.687025,0.853726,0.518811,0.885646,0.0735469,0.287781,1.01117,0.220332,0.72823,0.517199,0.73909,0.670647,0.90734,0.736958,0.983188,0.0869282,0.315543,0.767137,0.467635
8/21/2011,0.705668,0.39558,0.377883,0.80491,0.780236,0.55474,0.972444,0.105808,0.31778,1.18488,0.2093,0.806526,0.48393,0.776518,0.784903,1.02302,0.778956,1.08961,0.153002,0.339322,0.944788,0.298686
8/28/2011,0.804155,0.411796,0.379122,0.748338,0.892271,0.623698,1.27984,0.237367,0.445527,1.28169,0.345636,0.860408,0.513254,0.727966,0.714016,1.03215,0.860658,1.41095,0.279122,0.474237,1.00375,0.827795
9/4/2011,0.907804,0.412723,0.389872,0.826349,1.04968,0.658056,1.5286,0.485177,0.472375,1.36204,0.421734,0.936075,0.485409,0.740272,0.794224,1.23035,0.96108,1.63387,0.592965,0.509518,0.948786,0.871622
9/11/2011,1.00555,0.441039,0.410596,0.956313,1.22621,0.659795,1.57697,0.872045,0.466093,1.4992,0.491047,0.966683,0.488908,0.799444,0.944807,1.25953,0.864708,1.61876,0.90462,0.50322,1.06466,0.713792
9/18/2011,1.03601,0.407422,0.501859,1.31021,1.05809,0.838953,1.59488,0.448749,0.647739,1.48556,0.631606,0.996007,0.485613,0.776216,1.16807,1.14436,1.08681,1.54188,0.488273,0.666742,1.0502,0.874881
9/25/2011,1.07583,0.507688,0.63521,1.19394,1.22019,0.895283,1.48378,0.490696,0.63518,1.57733,0.394319,1.10846,0.606545,1.0252,1.16351,1.41731,1.07861,1.57638,0.586386,0.656622,1.14972,0.781324
10/2/2011,1.16092,0.43974,0.925929,1.15747,1.10567,0.941375,1.86381,0.890842,0.986923,1.54554,0.546686,1.20345,0.540342,1.35723,1.17787,1.22947,1.20081,1.97601,0.882539,0.977837,1.07548,0.766367
10/9/2011,1.19785,0.689897,0.960625,1.17684,1.17395,0.943071,1.68396,0.851874,0.826278,1.73834,0.699265,1.23777,0.79863,1.52581,1.23457,1.27422,1.15466,1.80612,0.824058,0.933935,1.10306,0.838317
10/16/2011,1.27926,0.630234,0.933331,1.1001,1.23406,1.05026,1.94358,0.761474,0.807497,2.00711,0.58154,1.25259,0.67749,1.51106,1.18165,1.25555,1.19336,2.02106,0.736383,0.89475,1.33366,0.697736
10/23/2011,1.29194,0.676542,0.919837,1.25108,1.27831,0.998187,1.87213,0.961229,0.856544,1.95815,0.653306,1.30546,0.76934,1.53847,1.29579,1.33224,1.15846,2.0015,0.983802,0.947307,1.37707,0.794757
10/30/2011,1.42824,0.681778,1.15578,1.28269,1.52004,1.0916,1.86579,1.14083,0.934151,2.15899,0.823121,1.45295,0.802855,1.83194,1.34616,1.48132,1.26719,2.02281,1.08856,1.07279,1.65471,0.984318
11/6/2011,1.39803,0.722186,1.07592,1.37932,1.51566,1.11771,2.02278,0.90938,0.963464,1.89203,0.662245,1.44089,0.808917,1.82117,1.42908,1.55015,1.24388,2.06932,0.897603,1.08719,1.41883,0.853469
11/13/2011,1.45831,0.584198,1.15923,1.40645,1.4143,1.02063,2.22927,0.839903,1.01435,2.27028,0.902773,1.46221,0.655029,1.85533,1.42343,1.46229,1.22069,2.30977,0.78681,1.09205,1.63053,1.07195
11/20/2011,1.56548,0.671443,1.29938,1.56381,1.65971,1.24569,2.14262,0.862174,1.05816,2.20507,1.07526,1.65573,0.870899,2.22209,1.51093,1.70025,1.49326,2.34223,0.847761,1.26577,1.58924,1.09647
11/27/2011,1.34313,0.624269,1.30751,1.47372,1.29746,1.05945,2.15272,1.03336,0.93762,1.53376,0.829685,1.46606,0.741097,2.19347,1.52823,1.36721,1.22097,2.24239,0.972036,1.01964,1.21534,1.02258
12/4/2011,1.48139,0.628389,1.35173,1.33844,1.6816,1.0058,1.96344,0.821731,0.918249,2.33479,0.587594,1.51811,0.711952,2.23696,1.39361,1.65355,1.14749,2.06985,0.803122,1.01001,1.72412,0.747294
12/11/2011,1.63398,0.78979,1.30895,1.50428,1.71943,1.14913,2.11156,1.4333,0.992111,2.56613,1.00858,1.66429,0.837102,2.23763,1.53702,1.77968,1.35855,2.28868,1.43405,1.10145,1.74486,1.13155
12/18/2011,1.83126,0.86589,1.19898,1.77695,2.04108,1.24805,2.24022,1.41392,1.02736,3.05014,1.15362,1.85274,0.985005,2.45128,1.64975,2.22124,1.4839,2.36386,1.3659,1.13762,2.00734,1.13361
12/25/2011,2.10451,1.00526,1.17979,2.14289,2.29421,1.54444,2.29386,1.89373,1.10691,3.68816,1.25039,2.12413,1.17144,2.54741,1.94031,2.61997,1.92713,2.48387,1.86163,1.28329,2.29171,1.47379
1/1/2012,1.73625,0.910657,1.30825,1.69662,1.64029,1.24644,2.13777,1.47953,1.05437,2.99636,1.09205,1.76709,0.957277,2.26022,1.67393,1.77808,1.52881,2.28109,1.37576,1.2171,2.08619,1.15674
1/8/2012,1.55066,0.800414,1.04792,1.51382,1.49847,1.15541,2.07773,1.49896,1.09694,2.50573,0.73641,1.5434,0.929634,1.82708,1.37349,1.61464,1.3455,2.15305,1.3979,1.21964,1.80512,0.8299
1/15/2012,1.62891,0.838438,1.14258,1.56893,1.71568,1.17979,2.18854,1.60103,1.13381,2.36802,1.14829,1.64762,0.920258,1.96002,1.53154,1.76933,1.41144,2.24208,1.57727,1.24528,1.72792,1.24648
1/22/2012,1.76038,0.819739,1.04818,1.47406,1.74681,1.2699,2.35321,1.75629,1.28828,3.01277,1.0627,1.6843,0.898253,1.84565,1.41592,1.81499,1.45821,2.3215,1.60643,1.42262,2.1895,1.19453
1/29/2012,1.92728,0.771312,1.09121,1.53393,1.81695,1.45574,2.45197,2.59091,1.49922,3.34077,1.23111,1.86354,0.855044,1.83724,1.54235,1.98469,1.78312,2.38334,2.31062,1.72396,2.52326,1.38341
2/5/2012,1.91994,0.846266,1.04782,1.60263,1.91518,1.39672,2.68775,2.81845,1.5567,2.93438,1.18943,1.86408,0.871704,1.80254,1.44801,2.06106,1.63845,2.64315,2.63334,1.76032,2.34969,1.25034
2/12/2012,2.09951,0.902132,1.09235,1.69273,2.04734,1.55473,3.03924,3.1466,1.63854,3.17132,1.52115,2.01839,0.87018,1.8488,1.60185,2.15643,1.9682,2.97602,2.945,1.88531,2.41887,1.68328
2/19/2012,2.23973,0.949344,1.31095,1.52215,1.98634,1.77323,3.33632,3.03559,1.85078,3.65957,1.40323,2.10385,0.998421,2.05985,1.52132,1.97614,2.25828,3.13812,3.01694,2.08359,2.62229,1.48028
2/26/2012,2.21921,0.803368,1.21226,1.7115,2.05788,1.81172,3.49991,3.4431,1.69812,3.14123,1.48527,2.09555,0.827726,1.85844,1.51277,2.0919,2.3062,3.32995,3.38514,1.91625,2.42962,1.64426
3/4/2012,2.16693,0.774284,1.28876,1.58162,2.25509,2.04753,3.35928,3.12669,1.79065,2.49756,1.57872,2.10398,0.747323,1.81321,1.54268,2.28703,2.71249,3.21959,3.18703,1.99211,2.11346,1.64668
3/11/2012,2.38913,0.858635,1.30537,1.86621,2.16834,2.39583,4.10656,2.64834,2.20177,2.81932,1.87248,2.2941,0.894648,2.01271,1.5184,2.27857,3.13085,3.79715,2.69423,2.37195,2.25308,2.11421
3/18/2012,1.96466,0.831097,1.17617,1.43856,1.87943,1.88008,2.93849,1.69387,1.59029,2.62173,2.18932,1.92223,0.956232,1.89579,1.38395,1.87132,2.37347,2.81459,1.69354,1.69449,2.3335,2.28371
3/25/2012,1.84229,0.621933,1.07165,1.39429,1.65327,1.34651,2.5656,1.209,1.46089,3.43265,1.76887,1.74239,0.698455,1.80584,1.29638,1.60269,1.6846,2.56547,1.22104,1.65784,2.74544,1.84519
4/1/2012,1.68674,0.7515,1.27276,1.28511,1.56245,1.44358,2.36481,0.886149,1.20787,2.70898,1.58722,1.67601,0.87558,1.89548,1.24151,1.60324,1.7253,2.38629,0.930704,1.35865,2.31861,1.82198
4/8/2012,1.53136,0.857187,1.14615,1.18191,1.43713,1.15046,1.93999,0.790334,1.11695,2.5828,1.9451,1.49637,0.915038,1.7825,1.1346,1.36014,1.51455,2.02017,0.748573,1.24602,2.05104,2.02547
4/15/2012,1.37912,0.778564,1.08368,1.09348,1.39023,1.0351,2.01636,0.751913,0.945417,1.98471,1.58187,1.38202,0.895228,1.60324,1.06163,1.33643,1.32771,2.06347,0.711544,1.06281,1.64862,1.79622
4/22/2012,1.29515,0.57168,0.948648,1.06214,1.3119,0.935815,1.93504,0.692067,0.937586,1.93868,1.42215,1.28926,0.673809,1.42519,1.03726,1.23057,1.25156,1.92402,0.649082,1.07675,1.70026,1.58622
4/29/2012,1.39521,0.518703,0.995739,1.29493,1.4572,1.04643,1.88552,0.837067,0.908343,2.12065,1.44907,1.35803,0.570834,1.54911,1.12642,1.30886,1.30865,1.90776,0.666356,0.973474,1.96518,1.5994
5/6/2012,1.32522,0.608604,0.871829,1.4556,1.35872,0.959535,1.90734,0.664338,0.771157,1.98364,1.12645,1.30833,0.678371,1.62284,1.00923,1.24951,1.10342,1.88319,0.575122,0.897228,1.92667,1.24992
5/13/2012,1.23059,0.499494,0.856222,0.990324,1.44199,0.815303,1.88577,0.517189,0.80287,1.85652,0.940368,1.26692,0.578021,1.52525,0.947806,1.38892,1.04001,1.88469,0.510746,0.909072,1.70532,1.06182
5/20/2012,1.23028,0.580681,0.677248,1.12765,1.52885,0.664607,1.9224,0.440619,0.601032,2.01055,0.680635,1.27731,0.611673,1.45553,0.944732,1.4726,0.954904,1.91024,0.490726,0.746932,1.92886,0.871537
5/27/2012,1.26877,0.611205,0.681329,0.723521,1.65722,0.756688,2.19488,0.274068,0.812736,2.00256,0.73433,1.2991,0.635732,1.3993,0.938195,1.57072,1.09501,1.86476,0.275716,1.0767,1.90249,0.869121
6/3/2012,1.10782,0.44987,0.573946,1.2646,1.5339,0.64147,1.45448,0.0857011,0.665369,1.74623,0.566978,1.16297,0.527921,1.37039,0.955542,1.48413,0.96736,1.55676,0.0787247,0.833048,1.38828,0.65689
6/10/2012,1.09559,0.556763,0.536035,1.91715,1.47358,0.528765,1.29741,0.0813149,0.592723,1.60525,0.520709,1.08612,0.5355,1.34493,0.983718,1.22771,0.774507,1.43768,0.0899191,0.780926,1.4099,0.567365
6/17/2012,1.11031,0.511904,0.585712,2.19686,1.147,0.570694,1.45649,0.0474986,0.564215,1.76841,0.528817,1.0568,0.561564,1.43655,0.944413,0.953404,0.813344,1.44764,0.0518027,0.744743,1.36483,0.547994
6/24/2012,1.10616,0.63164,0.551059,1.60351,1.12131,0.545464,2.15795,0.0886178,0.490352,1.61544,0.461551,1.07871,0.605979,1.4113,0.931524,1.04341,0.8244,1.90411,0.0787608,0.654332,1.16124,0.493896
7/1/2012,1.10816,0.600682,0.622044,1.829,1.24983,0.708251,1.49991,0.174976,0.450704,1.64586,0.393519,1.04662,0.62116,1.29954,0.834176,1.11197,0.962452,1.50808,0.211218,0.623526,1.20838,0.457118
7/8/2012,0.999444,0.545703,0.475331,1.9367,1.03401,0.611442,1.31529,0.170595,0.449177,1.53079,0.315576,0.928152,0.599047,1.2738,0.734033,0.889705,0.842733,1.36619,0.145335,0.558289,1.02838,0.367647
7/15/2012,0.924199,0.529763,0.427894,1.83476,0.937748,0.498103,1.23195,0.132304,0.46789,1.44495,0.372762,0.901936,0.568293,1.16994,0.789214,0.816355,0.79474,1.31934,0.136206,0.576245,1.05879,0.431479
7/22/2012,0.949257,0.54242,0.43471,1.69177,1.05714,0.607256,1.17031,0.134456,0.51303,1.46148,0.353298,0.915356,0.517236,1.09094,0.76426,0.968791,0.8756,1.19235,0.175549,0.650765,1.14417,0.393701
7/29/2012,0.978903,0.423858,0.425131,1.80429,0.9294,0.716939,1.29867,0.17458,0.504355,1.57996,0.265581,0.952548,0.526118,1.03442,0.773878,0.942593,1.06037,1.34286,0.248919,0.586074,1.3421,0.37089
8/5/2012,0.925024,0.52453,0.347935,1.79716,0.842897,0.61208,1.25579,0.113721,0.444484,1.50621,0.394694,0.916661,0.568777,0.945042,0.764935,0.889422,0.842252,1.38205,0.129608,0.529969,1.44536,0.413884
8/12/2012,0.848456,0.477967,0.37461,1.63096,1.04315,0.490029,1.14701,0.150156,0.53001,1.0733,0.294434,0.901787,0.533743,0.987637,0.778078,0.993822,0.811346,1.26019,0.16989,0.646742,1.18978,0.306998
8/19/2012,1.04451,0.487765,0.487122,1.69749,1.10959,0.619186,1.41152,0.39313,0.530968,1.71304,0.331996,1.03315,0.447396,1.14682,0.800986,1.10019,0.921397,1.55733,0.563969,0.606116,1.51192,0.39918
8/26/2012,1.0986,0.435526,0.482348,1.68484,1.22904,0.651238,1.43111,0.478097,0.578547,1.85131,0.331268,1.05238,0.464037,0.958168,0.918637,1.11507,0.982919,1.64202,0.548022,0.694615,1.62973,0.40051
9/2/2012,1.22071,0.50659,0.554142,1.82248,1.24787,0.745864,1.64163,0.660782,0.729418,2.06204,0.504891,1.12713,0.552144,1.01432,0.9035,1.20625,1.05881,1.72518,0.710649,0.958986,1.72887,0.624589
9/9/2012,1.24976,0.49204,0.639937,1.69051,1.2567,0.763046,1.87249,0.912734,0.678428,2.02747,0.438313,1.1866,0.548687,1.15758,1.08922,1.05198,1.1181,1.98307,0.835092,0.902219,1.71971,0.508951
9/16/2012,1.22892,0.498207,0.683829,1.2118,1.28421,0.831471,1.81293,0.761901,0.579878,2.12102,0.614009,1.21415,0.526196,1.32713,1.15293,1.10224,1.11213,1.99765,0.703118,0.705231,1.68687,0.681387
9/23/2012,1.29393,0.522411,0.770853,1.42308,1.37866,0.795032,1.91308,0.963943,0.712934,2.09178,0.646552,1.25198,0.539281,1.30621,1.20203,1.18367,1.09653,1.98614,0.895795,0.850367,1.70813,0.867564
9/30/2012,1.23034,0.542445,0.965571,1.07028,1.11705,1.0259,1.92793,1.09049,0.777279,1.81284,0.572692,1.20559,0.584562,1.29308,1.09395,1.12711,1.19206,2.07659,1.10339,0.828528,1.38434,0.698332
10/7/2012,1.3278,0.56065,1.21767,1.08926,1.20971,0.970531,2.23852,1.06337,0.796538,1.94226,0.674099,1.31929,0.609454,1.44604,1.18534,1.2729,1.18175,2.32587,1.12241,0.852966,1.45988,0.74362
10/14/2012,1.33995,0.755333,1.30435,1.13473,1.24451,1.00308,1.81741,1.35229,0.805817,2.04103,0.742877,1.32737,0.77839,1.53639,1.18788,1.26671,1.23319,1.95098,1.41499,0.882557,1.52359,0.793257
10/21/2012,1.37842,0.575156,1.2578,1.05392,1.25841,0.951917,2.38553,1.32045,0.72746,2.0413,0.684782,1.36688,0.602171,1.57182,1.17858,1.29953,1.17471,2.54369,1.31458,0.810727,1.56764,0.709181
10/28/2012,1.50085,0.638644,1.17835,1.34313,1.42213,1.0639,2.4706,1.49968,0.922182,2.12848,0.895694,1.50535,0.649431,1.63425,1.41563,1.43157,1.32829,2.60291,1.61112,1.03978,1.5903,0.978106
11/4/2012,1.65163,0.630983,1.35249,1.28698,1.70575,1.14892,2.90487,1.5617,0.93274,2.22183,0.855878,1.61273,0.611815,1.48038,1.35393,1.77165,1.43007,3.18332,1.54314,1.00709,1.6709,0.992884
11/11/2012,1.76746,0.700343,1.31828,1.30434,2.06183,1.21418,2.93099,1.963,1.02407,2.21239,1.09191,1.75208,0.686229,1.57052,1.45267,2.20839,1.46109,3.26598,1.8545,1.09685,1.73387,1.30445
11/18/2012,2.30609,0.845412,1.72052,1.74599,2.80769,1.56902,4.39504,2.31375,1.41876,2.40647,1.16039,2.33365,0.855871,2.05067,1.83383,3.2524,1.83668,4.54593,2.13466,1.58199,1.84221,1.5353
11/25/2012,2.16324,0.89633,2.03993,1.62175,2.68446,1.54942,3.67382,2.17001,1.32822,2.23494,0.964797,2.2268,0.904898,2.24345,1.85398,2.99917,1.81878,3.89375,2.03447,1.51131,1.73192,1.24612
