date,weighted_ili_National,weighted_ili_Region 1,weighted_ili_Region 2,weighted_ili_Region 3,weighted_ili_Region 4,weighted_ili_Region 5,weighted_ili_Region 6,weighted_ili_Region 7,weighted_ili_Region 8,weighted_ili_Region 9,weighted_ili_Region 10,unweighted_ili_National,unweighted_ili_Region 1,unweighted_ili_Region 2,unweighted_ili_Region 3,unweighted_ili_Region 4,unweighted_ili_Region 5,unweighted_ili_Region 6,unweighted_ili_Region 7,unweighted_ili_Region 8,unweighted_ili_Region 9,unweighted_ili_Region 10
10/3/2004,0.982275,0.339496,1.62976,1.41315,0.777792,0.819211,1.20625,0.64822,0.498555,0.981707,0.971863,0.897159,0.345416,1.01535,1.57448,1.04612,1.036,1.10543,0.579476,0.369559,0.788348,0.869371
10/10/2004,1.01821,0.558476,0.971339,2.27248,0.9384,1.01796,0.920725,0.598033,0.620348,0.722832,1.23605,1.02248,0.496102,0.715287,2.23934,1.29189,1.12318,0.936322,0.555142,0.442919,0.835481,1.06015
10/17/2004,1.1768,0.417946,0.885764,2.14342,0.98158,0.996033,2.18945,0.732682,0.918605,0.877222,1.00797,1.06296,0.408068,0.713681,2.19236,1.35406,1.07596,1.63766,0.719249,0.595263,0.659435,1.0137
10/24/2004,1.30121,0.501124,1.38214,2.60771,0.929629,1.03063,1.11719,0.731541,0.917742,1.81397,1.40663,1.14696,0.438419,0.925774,2.91854,1.22903,1.20521,0.983038,0.691857,0.897839,0.847225,1.26411
10/31/2004,1.27746,0.524173,1.17875,2.51302,1.02733,1.11131,1.26379,0.921941,1.03378,1.43847,1.36887,1.20495,0.507844,0.820569,2.54842,1.31052,1.32752,1.19491,0.881612,0.963813,0.983482,1.45432
11/7/2004,1.40387,0.656801,1.27729,2.66382,1.12435,1.16083,1.44294,0.949684,1.25321,1.74833,1.14883,1.30517,0.746998,0.847395,2.43869,1.48369,1.36411,1.17591,0.934286,1.11756,1.12311,1.71032
11/14/2004,1.40301,0.476583,1.5442,2.33023,1.12425,1.21989,1.51,0.948548,0.797276,1.88201,0.93943,1.28699,0.520799,1.2999,1.93075,1.55278,1.37784,1.19203,0.936354,0.766711,1.2665,1.70614
11/21/2004,1.73975,0.553285,1.88415,2.65024,1.48851,1.46288,1.67479,1.12399,0.992515,2.13557,3.02693,1.59468,0.669125,1.3103,2.72275,1.93029,1.6857,1.38745,1.0279,1.00333,1.49232,2.49501
11/28/2004,1.56894,0.825792,1.59907,2.67128,1.35043,1.23246,2.37691,0.784744,0.891159,1.67567,0.868749,1.39714,0.822551,1.2929,2.54149,1.75082,1.37197,1.73793,0.750274,0.775171,1.01657,1.80122
12/5/2004,1.65927,0.942095,2.33203,3.14092,1.31528,1.18572,1.59531,0.896698,0.866353,1.90763,1.78688,1.44996,0.951109,1.80866,2.98213,1.66952,1.41211,1.33531,0.858881,0.87138,1.12943,1.63184
12/12/2004,1.81341,1.02618,2.57742,3.04872,1.43953,1.28483,1.97132,1.09831,1.04047,2.19674,1.54832,1.61745,1.03153,2.19441,3.15602,2.0178,1.42252,1.37496,1.05433,1.01428,1.26484,1.83848
12/19/2004,2.37626,1.86161,4.3413,3.38549,1.62249,1.58559,2.50622,1.64857,1.14652,3.10427,1.58349,2.19112,1.95447,4.10275,3.39222,2.37053,1.84069,2.06444,1.5703,1.11223,1.98316,2.06125
12/26/2004,2.77052,2.26991,3.81708,4.00012,1.7317,2.11493,2.35798,1.65821,1.60428,4.68552,1.85851,2.56649,2.83817,3.7983,4.33111,2.53357,2.49961,1.81135,1.50256,1.41831,2.45321,2.47453
1/2/2005,2.40064,2.12314,3.55393,3.79748,1.40349,2.06526,2.35274,1.4251,1.69255,3.1339,1.83888,2.17645,2.5672,3.17991,3.75785,1.80438,2.3203,1.87666,1.49807,1.72543,1.80491,2.07561
1/9/2005,2.54155,1.78665,3.50155,3.7764,1.30309,2.24314,2.36786,1.46992,1.80913,4.0137,2.09398,2.20171,2.24696,3.04884,3.48593,1.64957,2.44134,2.08487,1.54247,1.95467,2.13931,2.98008
1/16/2005,2.85871,2.12901,2.9092,3.91805,1.7403,2.70875,3.25644,2.21449,2.03856,3.9676,3.03713,2.53012,2.35808,2.60896,3.48699,2.21144,2.97556,2.67272,2.39668,2.22576,2.25881,3.41188
1/23/2005,3.55011,1.95154,3.52483,5.28633,2.54727,3.38852,4.34684,3.01225,2.56241,4.31631,2.96027,3.06524,2.25017,2.96129,4.39209,2.95447,3.68617,3.66919,3.16993,2.64643,2.44858,3.02175
1/30/2005,4.58591,2.13153,3.69145,6.5011,3.22981,4.69985,7.8231,4.06364,2.91392,4.68924,2.98973,3.98061,2.25234,3.14465,6.2557,3.85348,4.9882,6.95773,4.35942,3.05971,2.68564,2.87794
2/6/2005,5.05809,2.43037,3.98694,6.31986,4.1729,5.59685,8.21776,4.88903,3.32165,4.6249,3.51863,4.59568,2.4573,3.47696,6.1454,5.00664,5.70993,7.37129,4.9977,3.3704,2.85723,4.36187
2/13/2005,5.44151,1.88066,3.42953,9.17571,4.19555,6.0953,8.64111,4.15766,3.61471,4.99675,3.61638,4.75197,1.93512,2.98379,7.78894,5.24285,5.89657,7.23611,3.88958,3.52599,3.26057,3.73963
2/20/2005,4.4729,1.51917,3.51267,5.53297,3.91771,5.1717,6.48391,3.32575,2.89407,4.30353,4.65785,4.17962,1.6288,3.01977,5.89508,4.92835,5.12976,5.73404,3.11457,2.94975,2.94108,5.13253
2/27/2005,3.6752,1.19108,3.88813,4.06253,3.54207,4.2934,4.89043,2.63042,2.61789,3.19733,3.45376,3.45359,1.37366,2.60897,4.50016,4.49783,4.25173,4.0499,2.47343,2.54336,2.26002,4.20019
3/6/2005,3.3353,0.898683,3.24231,4.27602,3.48387,3.71174,4.25111,1.77703,1.93502,3.24761,2.4197,3.15852,1.19478,2.37389,4.44549,4.37914,3.58325,3.69103,1.64588,1.92938,2.40071,3.59171
3/13/2005,2.76224,1.02891,2.24326,4.05541,2.97299,3.03463,3.24371,1.56868,1.77274,2.72693,1.64504,2.6732,1.10797,1.90056,4.29685,3.42347,3.13039,2.84523,1.54481,1.65879,2.20785,2.37513
3/20/2005,2.46844,0.739875,2.80295,3.42324,2.6184,2.51306,2.40067,1.25397,1.57747,2.7938,1.61361,2.35161,0.833637,2.27551,3.48855,3.12094,2.53535,1.92915,1.28922,1.61139,2.15672,2.57437
3/27/2005,2.00081,0.712584,2.07952,2.72165,1.73993,2.08348,2.25717,0.795924,1.34092,2.66736,1.11655,1.89243,0.883913,1.5819,3.13126,2.23877,2.17062,1.69647,0.755924,1.35599,1.87845,1.69582
4/3/2005,1.54319,0.566726,1.46681,2.02353,1.31331,1.35728,1.8331,0.580305,1.09757,2.46415,0.739107,1.5249,0.707267,1.11745,2.13459,1.83677,1.47102,1.38261,0.5587,1.12919,2.15257,1.21777
4/10/2005,1.50195,0.423807,1.64577,1.83185,1.23082,1.2206,1.50551,0.206194,1.15109,2.88381,0.665726,1.41134,0.522398,1.07796,2.42575,1.58803,1.36216,1.35632,0.215277,1.15209,1.76873,1.41559
4/17/2005,1.22918,0.367165,1.28974,1.86822,1.23851,1.13828,1.64094,0.236121,0.669192,1.45675,0.425606,1.25068,0.486151,0.890542,2.47688,1.58484,1.25727,1.49785,0.233626,0.754963,1.322,0.626409
4/24/2005,1.21854,0.352148,1.36724,1.60361,1.19705,0.828352,1.39832,0.0820003,0.606828,2.1687,0.422565,1.20702,0.470454,0.819301,1.91427,1.69058,0.998259,1.37526,0.0871232,0.725708,1.50235,0.971548
5/1/2005,1.15832,0.288108,1.01555,1.96821,0.954207,0.752673,1.28164,0.407487,0.620187,2.12538,0.574367,1.07895,0.442682,0.643922,2.21757,1.56806,0.935599,1.1505,0.397853,0.577344,1.16457,1.1942
5/8/2005,1.249,0.256113,1.21198,1.92317,1.00099,0.732555,1.65509,0.143621,0.66209,2.26311,1.00402,1.14521,0.188233,0.790667,2.24354,1.61314,1.02913,1.30977,0.183097,0.629825,1.32,1.1757
5/15/2005,1.16888,0.282222,0.806499,1.59617,0.970332,0.662591,1.37833,0.114008,0.354096,2.65536,0.646008,1.06124,0.193844,0.649806,1.72402,1.64687,0.904476,1.0194,0.160043,0.656741,1.27106,0.937234
5/22/2005,1.07888,0.339427,0.662984,1.14322,0.800164,0.731882,1.46609,0.0607219,0.325896,2.4033,0.949289,1.0568,0.265867,0.637777,1.85223,1.50761,1.04658,1.69071,0.061237,0.478276,1.13431,1.33146
5/29/2005,1.23059,0.330023,1.10628,1.33117,0.920133,0.904002,1.94826,0.170988,0.404883,2.16708,1.41511,1.25193,0.164662,0.902022,1.96785,1.77594,1.34296,1.89873,0.157587,0.546221,1.24171,2.72884
6/5/2005,1.14747,0.37006,1.28855,1.2606,0.910858,0.587867,1.7042,0,0.43201,2.27339,0.902436,1.01419,0.232697,0.994055,1.83338,1.53525,0.779834,1.65714,0,0.550656,1.14331,1.67625
6/12/2005,1.00254,0.276483,0.906123,0.997201,0.822586,0.638714,1.44527,0,0.444342,2.21427,0.142988,1.04197,0.180465,0.725409,1.55404,1.45628,1.00779,1.4053,0,2.52926,0.863163,0.376506
6/19/2005,0.957569,0.863142,0.921276,1.02984,0.750649,0.642342,1.2712,0,0.303535,1.89371,0.306,0.954027,0.190476,0.741267,1.3874,1.45949,1.06034,1.23305,0,0.372877,1.07768,0.741387
6/26/2005,0.894837,0.293913,0.867397,0.97616,0.712567,0.619755,1.20018,0.0910264,0.0282782,1.86273,0.395106,0.84823,0.181488,0.703579,1.70701,1.369,0.993039,1.17608,0.0897465,0.0157002,0.86058,0.51716
7/3/2005,0.798205,0.305547,0.452558,1.09268,0.636254,0.769376,1.03866,0.0548344,0.0829675,1.45189,0.476645,0.841872,0.177425,0.350493,1.71298,1.40486,1.12862,0.969382,0.0526316,0.0495786,0.783517,0.911162
7/10/2005,0.757812,0.286238,0.826061,1.08845,0.502893,0.592073,1.16575,0,0.0546641,1.28397,0.450975,0.730894,0.243531,0.573394,1.60402,1.12355,0.897562,1.14776,0,0.0255102,0.663134,1.00756
7/17/2005,0.825963,0.302662,0.89672,1.19157,0.338318,0.68887,1.00399,0.105212,0.0824578,1.7922,0.368113,0.713432,0.18353,0.594039,1.73039,0.983796,1.01993,0.996713,0.103605,0.0421896,0.556083,1.08761
7/24/2005,0.744927,0.236814,0.696963,1.14238,0.382871,0.587369,1.19935,0.0587308,0.149934,1.4145,0.286799,0.670677,0.166971,0.550173,1.38872,1.06764,0.912794,1.13662,0.0638298,0.066418,0.435193,0.928218
7/31/2005,0.787049,0.252493,0.741586,1.12581,0.52535,0.618755,1.00086,0.0315672,0.0625213,1.62093,0.17918,0.689278,0.138262,0.638826,1.69452,1.14568,0.888279,0.97046,0.0261712,0.0247525,0.470731,0.533175
8/7/2005,0.684724,0.59217,0.896434,1.26514,0.473669,0.608839,0.863881,0,0.0406179,0.843296,0.264396,0.704929,0.163482,0.560458,1.8375,1.18698,0.93292,0.847458,0,0.0195284,0.389298,0.761124
8/14/2005,0.747361,1.68787,0.500686,0.900885,0.506825,0.571434,0.738157,0.0514895,0.0656417,1.3999,0.353515,0.615903,0.222995,0.394432,0.706346,1.11219,0.889342,0.733698,0.0410172,0.0290093,0.48172,1.02249
8/21/2005,0.673974,0.531262,0.137526,1.00629,0.485321,0.60721,1.49715,0.0746869,0.0647695,1.06649,0.234334,0.609426,0.193798,0.105374,1.63373,0.731021,0.863042,1.47118,0.0522375,0.0246245,0.521868,0.648968
8/28/2005,0.869662,0.162052,0.616614,1.24529,0.571933,0.577878,2.37433,0.118108,0.204354,1.26284,0.56972,0.680259,0.120254,0.466398,1.41003,0.790153,0.84301,2.64256,0.0828226,0.0289184,0.500841,1.17581
9/4/2005,0.899529,0.399874,0.942212,1.29159,0.584653,0.538223,1.557,0.0678633,0.0827912,1.65604,0.56947,0.775488,0.21342,0.678613,2.47015,0.819429,0.980529,1.73433,0.0386473,0.0469456,0.611276,1.62053
9/11/2005,0.854635,0.339013,0.769181,1.6139,0.494717,0.557414,1.84925,0.124543,0.0982358,1.27232,0.375187,0.683421,0.171976,0.529986,2.81755,0.595597,0.847378,2.05571,0.0668449,0.0452329,0.428919,1.0095
9/18/2005,1.01123,0.523094,1.14828,1.70011,0.542233,0.64066,1.97864,0.485456,0.154127,1.47236,0.719575,0.781075,0.227877,0.820097,2.65466,0.661785,0.901067,2.09875,0.303355,0.0597937,0.564513,1.50229
9/25/2005,0.977808,0.307704,1.11428,1.64944,0.822824,0.64811,1.64599,0.126372,0.457547,1.18766,0.712668,0.806943,0.280202,0.906898,2.54771,0.806574,0.763623,1.72153,0.127734,0.0788146,0.722517,1.31274
10/2/2005,1.17778,0.641896,1.7945,2.06209,0.584093,0.979262,0.878791,0.35665,1.45582,1.78287,1.22838,1.07635,0.651428,1.22057,2.06554,0.828368,1.05325,0.836693,0.447289,1.44741,1.13624,1.08588
10/9/2005,1.21947,0.569113,2.07319,1.85745,0.821645,1.17839,1.16807,0.196875,0.542404,1.59195,0.989542,1.05869,0.599792,1.3747,1.89435,1.10151,1.25616,0.979914,0.246212,0.450862,1.13617,1.38078
10/16/2005,1.3069,0.713138,2.34293,1.73866,0.863118,1.3147,1.22296,0.213046,0.999965,1.64786,1.06076,1.11523,0.731732,1.37261,1.36537,1.21634,1.31768,1.04664,0.287158,0.723989,1.25187,1.1543
10/23/2005,1.33931,0.797598,2.45528,2.02414,0.936815,1.33836,1.21402,0.332045,0.758282,1.51979,0.949562,1.12381,0.716469,1.29549,1.44386,1.24806,1.34028,1.09642,0.412601,0.633404,1.22387,1.15898
10/30/2005,1.58374,0.704781,2.66725,2.55009,0.974573,1.43755,1.4868,0.279905,0.70458,2.26971,1.19521,1.25489,0.681431,1.62674,1.62983,1.2832,1.47549,1.29767,0.332552,0.624462,1.58797,1.46986
11/6/2005,1.47072,0.885654,2.15051,2.27175,1.0745,1.34878,1.85034,0.308059,0.919561,1.71353,0.794013,1.33661,0.91269,1.70484,1.68458,1.34823,1.36059,1.65359,0.329555,1.21366,1.41157,1.52899
11/13/2005,1.6112,0.905434,1.91416,2.16285,1.15901,1.44347,1.97266,0.359639,1.00115,2.48289,0.806907,1.37864,0.886831,1.5255,1.57766,1.34889,1.44976,1.79473,0.408797,1.30854,1.60047,1.59136
11/20/2005,1.82699,1.01245,1.82465,2.3137,1.30186,1.72335,2.02691,0.585169,0.931403,3.23996,0.774803,1.60829,1.06912,1.82054,1.79324,1.7506,1.85295,1.81538,0.531955,0.67004,2.07082,1.38648
11/27/2005,1.77482,0.835424,2.67115,2.36205,1.05799,1.60129,1.94761,0.587815,0.925362,2.78473,1.21331,1.48311,0.835396,1.95341,1.82385,1.42246,1.62871,1.77257,0.565193,0.937885,1.89716,1.77472
12/4/2005,1.94451,1.09397,2.45659,2.18686,1.4307,1.35315,2.34115,0.350408,0.939631,3.69371,0.969897,1.65374,0.951865,1.74768,1.69655,1.81959,1.45916,2.02649,0.400594,0.937221,2.50513,1.9761
12/11/2005,2.35512,0.995161,2.34526,2.21334,1.4822,1.48577,3.10523,0.386244,1.75227,5.29139,1.57161,2.00679,0.938489,1.81533,1.84152,1.8866,1.56087,2.78115,0.42322,1.79745,3.43735,2.87356
12/18/2005,3.10878,0.949622,2.63895,2.45602,1.6091,1.89128,4.7602,0.734862,2.72766,7.41654,2.44196,2.56857,0.878795,2.11542,2.051,2.22941,1.96126,4.31822,0.822843,2.54276,4.49587,3.49553
12/25/2005,3.28238,1.34843,2.65204,3.628,2.00528,2.38892,5.99246,1.02388,2.80122,5.54295,2.50441,3.05278,1.35485,2.2945,3.08555,3.09043,2.59728,5.64617,1.17148,2.90902,3.92578,3.74602
1/1/2006,2.62914,1.1264,2.03323,3.51003,1.82385,2.13342,5.06608,0.76612,1.86535,3.36911,2.40915,2.42504,0.988379,1.62616,2.89917,2.46489,2.44134,5.21464,0.924806,1.71832,2.77171,2.52632
1/8/2006,2.2515,0.988789,2.19482,3.74162,1.58275,1.869,4.30729,1.06525,1.3588,2.04414,1.9761,2.00195,0.976766,1.44805,3.03316,2.07444,2.04418,4.29147,1.22529,1.25734,1.70311,2.63158
1/15/2006,2.35858,0.99763,2.12789,3.66091,1.7222,1.86861,5.72341,1.40181,1.29458,1.92172,1.52117,2.05869,0.951317,1.36646,3.20086,2.10038,2.01684,5.35082,1.64025,1.14096,1.5963,2.44555
1/22/2006,2.41881,1.22025,1.71696,3.53155,1.96753,2.06379,4.68854,1.92617,1.23921,2.37933,1.46682,2.21277,1.15203,1.53895,3.2172,2.41369,2.17488,4.72589,2.20758,1.17232,1.73877,2.31554
1/29/2006,2.52752,1.54337,2.39529,2.73834,2.43534,2.12838,4.66312,2.1836,1.47217,2.20557,1.83032,2.3222,1.35831,1.94717,2.41867,2.75247,2.35125,4.32871,2.2916,1.35461,1.8268,2.73692
2/5/2006,2.64954,1.67782,2.74465,3.7634,2.8106,2.42256,4.11305,2.48312,1.3951,1.73364,1.48979,2.49279,1.56083,2.10858,3.16998,3.25018,2.71601,3.82397,2.52955,1.34449,1.43184,2.18542
2/12/2006,3.12935,2.11487,2.31608,3.90635,3.70953,2.72994,5.67923,2.36201,1.44956,2.28479,1.29383,2.79489,1.81842,1.99771,3.3496,3.77636,2.96795,4.78902,2.3658,1.46534,1.6921,1.89007
2/19/2006,3.12442,2.1179,1.96094,4.52405,3.58811,3.06057,5.44283,2.58996,1.83983,1.73424,1.91435,2.96911,1.91809,1.83334,4.21812,3.80495,3.30019,4.70711,2.64641,1.65878,1.74457,2.43525
2/26/2006,3.13099,2.22036,2.90233,4.27517,3.12122,3.27527,5.89019,2.08165,1.85287,1.48235,1.80536,2.83959,2.01353,2.13598,3.80663,3.46645,3.34655,4.8869,2.08186,1.69932,1.54766,2.24551
3/5/2006,3.08261,2.25545,1.6056,6.25155,2.45896,3.44252,4.78492,1.53726,1.68746,2.24691,2.50726,2.77799,2.0436,1.70998,5.49165,2.79693,3.57115,4.04266,1.5887,1.84238,1.78241,3.04976
3/12/2006,2.64431,2.00757,1.40432,5.2481,2.08766,3.07866,3.39459,1.13706,1.70361,2.44027,1.97489,2.47287,1.88714,1.47917,4.69361,2.54062,3.09831,3.04394,1.03733,1.58548,1.92511,3.01564
3/19/2006,2.42295,1.7712,1.67743,4.24882,1.42455,2.59888,3.45402,1.23055,1.79455,2.81507,1.95414,2.18061,1.73123,1.93621,3.80509,1.704,2.70888,2.96957,1.13046,1.5333,2.09773,2.9544
3/26/2006,2.31141,1.54477,1.59813,4.21689,1.44835,2.73214,2.95335,0.947294,1.44283,2.56398,2.09137,2.0168,1.55885,1.5348,3.74584,1.68084,2.54622,2.83248,0.821205,1.19601,1.96167,2.42066
4/2/2006,1.86383,1.47691,1.08944,2.51276,1.15752,1.7794,3.26771,0.527807,1.18745,2.33475,2.455,1.64101,1.48727,0.955917,2.26854,1.51186,1.81645,3.26236,0.421456,0.851892,1.76747,1.89501
4/9/2006,1.44943,1.47145,1.35127,2.19476,0.809685,1.2596,2.29651,0.394165,0.917696,1.80795,1.50592,1.35829,1.49846,1.45804,1.99141,1.03671,1.38367,2.3823,0.368098,0.728867,1.49346,1.78042
4/16/2006,1.30227,1.09617,1.50023,1.76066,0.742523,1.00907,2.28708,0.216154,0.548199,1.20457,3.2253,1.1428,1.16165,1.17592,1.61013,1.02237,1.18258,2.19757,0.249833,0.422255,1.04704,3.35289
4/23/2006,1.13459,0.663809,1.47956,1.22325,0.758628,0.912241,1.96026,0.248481,0.579861,1.12029,2.48542,1.04031,0.817029,1.00291,1.13997,1.10288,1.02146,1.92572,0.248183,0.371114,1.0807,3.0656
4/30/2006,1.06255,0.556419,1.36059,1.43987,0.721676,0.870772,1.49393,0.30485,0.570715,1.15062,2.19533,0.964347,0.735645,0.905923,1.14536,1.09534,0.949327,1.49653,0.289044,0.379135,1.00853,2.48636
5/7/2006,1.03428,0.555115,1.19469,1.67623,0.773203,0.796405,1.82137,0.457317,0.251139,0.976429,1.16707,0.937982,0.600387,0.742499,1.49603,1.07529,0.924242,1.6567,0.434475,0.232425,0.877947,2.18978
5/14/2006,1.01791,0.305411,0.951985,1.49125,0.761435,0.75964,2.1986,0.278904,0.480526,0.960785,1.23553,0.947449,0.257084,0.683845,1.50663,1.21596,1.00255,1.8391,0.286041,0.324296,0.791757,2.20278
5/21/2006,0.918151,0.332538,1.22628,1.35608,0.641615,0.693704,1.65683,0.381481,0.267831,0.9439,0.863458,0.891918,0.255314,0.831299,1.3131,1.23166,0.939343,1.57029,0.341111,0.221525,0.779987,1.67173
5/28/2006,0.93099,0.400552,1.15008,1.33666,0.702194,0.617758,2.62348,0.481864,0.17089,0.419285,1.13273,0.864643,0.283513,0.898204,1.64923,1.17244,0.809761,2.6486,0.523952,0.144685,0.641049,2.56295
6/4/2006,0.857294,0.216022,0.438917,1.1192,0.65231,0.582768,2.10106,0.358687,0.875176,0.951546,1.1525,0.97032,0.186431,0.409596,1.24425,1.02249,0.862645,2.22078,0.388259,1.15234,0.672992,2.4884
6/11/2006,0.786294,0.262875,0.987102,0.967472,0.607134,0.586273,1.45963,0.261155,0.264229,0.881633,1.02877,0.84439,0.230334,0.72651,1.02019,0.961486,0.881527,1.52492,0.307929,0.660905,0.694845,2.14026
6/18/2006,0.719426,0.266647,0.887205,0.831022,0.49533,0.576081,1.39325,0.328518,0.318362,0.764563,1.03793,0.77487,0.184961,0.708252,1.00565,0.853777,0.789766,1.47218,0.360841,0.737667,0.559883,2.19298
6/25/2006,0.718868,0.316539,0.303697,0.965491,0.429049,0.559139,1.4752,0.431782,0.151141,1.17716,0.606079,0.821372,0.220516,0.313093,1.13864,0.919335,0.815963,1.55541,0.439686,0.576894,0.780628,1.33524
7/2/2006,0.774807,0.319046,0.770376,0.901009,0.405002,0.554649,1.68021,0.410144,0.353422,1.09269,0.809515,0.872745,0.265076,0.649909,1.24988,0.888634,0.820084,1.76127,0.355351,0.826446,0.727138,2.05556
7/9/2006,0.76598,0.199702,0.704248,0.998054,0.499027,0.530915,1.3605,0.370004,1.36012,1.06301,0.683021,0.922635,0.191416,0.578734,1.04341,0.973451,0.779336,1.45674,0.320151,1.72222,0.688484,1.50806
7/16/2006,0.642809,0.208761,0.248823,0.743892,0.487001,0.52203,1.18289,0.39005,1.69503,0.742706,0.950367,0.899487,0.155885,0.243221,0.950754,0.956894,0.748701,1.25126,0.330377,2.15719,0.517469,1.97568
7/23/2006,0.622033,0.265558,0.254883,0.83233,0.465843,0.437213,1.1807,0.50481,1.39706,0.760282,0.623408,0.843082,0.167237,0.24372,0.951366,0.931658,0.629519,1.29648,0.460748,1.75,0.543823,1.54567
7/30/2006,0.616326,0.192714,0.294659,0.794438,0.399483,0.512717,1.26798,0.53303,2.06666,0.587025,0.52586,0.881824,0.138594,0.299241,0.920894,0.760492,0.805663,1.39612,0.486925,2.37535,0.489132,1.30588
8/6/2006,0.685694,0.276121,0.509801,0.853636,0.363558,0.469947,1.461,0.389883,1.55577,0.829583,0.840352,0.817145,0.20189,0.346202,0.562948,0.599288,0.593675,1.58089,0.347991,1.99893,0.538826,1.73059
8/13/2006,0.622697,0.190975,0.231723,0.712359,0.391607,0.557644,1.66641,0.325189,1.4965,0.4999,0.78513,0.8715,0.119512,0.200657,0.846296,0.551778,0.801458,1.82131,0.379507,1.86584,0.623315,2.05178
8/20/2006,0.611817,0.185585,0.214516,0.853727,0.42031,0.501459,1.45148,0.342996,0.826035,0.623885,0.825166,0.738621,0.151117,0.232264,0.761761,0.663962,0.797007,1.56908,0.405383,0.895736,0.652656,2.0364
8/27/2006,0.638831,0.223346,0.210855,1.05194,0.385663,0.552813,1.86538,0.405469,0.364606,0.376316,0.819876,0.797966,0.241369,0.229495,0.888085,0.658801,0.831832,2.12739,0.444225,1.03011,0.512029,2.16642
9/3/2006,0.806627,0.14826,0.22569,1.17763,0.551586,0.678718,2.05942,0.520679,0.267931,0.870139,1.04471,1.01394,0.150094,0.198766,1.43064,0.890577,1.06496,2.20308,0.475463,1.22958,0.910151,2.94705
9/10/2006,0.762448,0.272287,0.401737,1.04924,0.468642,0.679169,1.65387,0.308553,0.163323,1.01549,0.866707,0.880936,0.220851,0.305518,0.970648,0.795246,0.94366,1.73462,0.296736,0.930317,1.05144,2.26308
9/17/2006,0.813406,0.124478,0.335445,1.13099,0.522436,0.733594,1.77529,0.327561,0.218011,1.19299,1.09592,0.943366,0.121022,0.353268,1.12827,0.829116,0.966611,1.9499,0.405337,1.04673,1.22744,2.06801
9/24/2006,0.807934,0.391884,0.409044,0.860513,0.467279,0.558629,1.72223,0.478633,0.30966,1.22648,1.50605,0.891546,0.246011,0.390591,0.722908,0.699725,0.864209,2.16224,0.466056,1.54222,1.00634,2.91935
10/1/2006,1.15384,0.402107,0.666153,2.30117,0.874174,1.05294,1.29969,0.413715,2.09462,1.3195,1.17248,1.20322,0.507362,0.507548,1.64069,1.1126,1.31539,1.24355,0.489522,2.4404,1.00884,1.5722
10/8/2006,1.14819,0.371549,0.684899,1.99896,0.927592,1.12725,1.6574,0.405594,0.651354,1.42022,0.990866,1.05788,0.464246,0.645879,1.44586,1.10907,1.31484,1.58423,0.428458,0.514936,1.19595,1.65305
10/15/2006,1.22736,0.553866,0.821216,2.10183,0.96637,1.19444,1.98234,0.57966,0.474206,1.38602,0.814375,1.13054,0.591471,0.850423,1.65217,1.14126,1.32418,1.98894,0.646855,0.476142,1.08849,1.13618
10/22/2006,1.21744,0.507175,0.832293,2.06916,0.985017,1.22763,2.04055,0.60232,0.378489,1.2384,0.888848,1.12552,0.632198,0.801078,1.54823,1.18356,1.34286,2.01559,0.634258,0.378635,1.02118,1.59558
10/29/2006,1.32813,0.680851,0.716796,2.00804,1.20553,1.17773,2.36278,0.670511,0.254771,1.51518,1.00129,1.20808,0.724593,0.714565,1.52605,1.33797,1.29263,2.35836,0.673796,0.34331,1.28772,1.61105
11/5/2006,1.47754,0.531849,0.910751,1.77216,1.36565,1.29569,3.13319,0.624248,0.827005,1.46804,1.15597,1.34952,0.589555,0.946228,1.30431,1.5336,1.41575,3.0508,0.71738,0.679895,1.17009,1.64189
11/12/2006,1.5339,0.598564,0.952837,2.12607,1.47086,1.37962,3.36411,0.765374,0.421794,1.33279,0.686028,1.4689,0.719849,1.03261,1.5998,1.77827,1.60761,3.31152,0.811747,0.442719,1.13582,1.43727
11/19/2006,1.91269,0.771447,1.9852,2.56081,1.92834,1.43958,3.728,0.742449,0.53915,1.71623,1.32557,1.82767,1.01902,1.57995,2.01596,2.2723,1.62127,3.7169,0.834229,0.608257,1.64381,1.79533
11/26/2006,1.838,0.691579,2.21485,2.42082,1.85793,1.4741,3.27971,1.0881,0.608505,1.45311,1.45189,1.6656,0.697081,1.60125,2.00717,2.00339,1.62972,3.29147,1.15473,0.488963,1.42346,1.69143
12/3/2006,1.95376,0.869531,1.9284,2.58223,2.09986,1.59245,3.39292,1.25397,0.415035,1.63784,1.66026,1.85968,0.88959,1.55139,2.00179,2.50037,1.74956,3.38837,1.30368,0.37501,1.5866,1.79104
12/10/2006,2.40407,1.06632,1.93705,2.67936,3.24123,1.73687,4.65279,1.5791,0.520031,1.75046,1.58178,2.38891,1.04705,1.79125,2.14587,3.92742,1.98024,4.60619,1.52083,0.51561,1.69955,1.90857
12/17/2006,2.87453,0.964736,2.90958,3.05619,3.6552,2.17548,4.68878,2.31496,0.711545,2.61007,1.93395,2.78978,1.02913,2.47962,2.47871,4.26435,2.50913,4.71263,2.2651,0.799872,2.15844,2.06369
12/24/2006,3.02597,1.5931,2.67177,3.69799,3.00834,2.66925,5.66906,2.7489,1.44753,2.47785,2.23245,3.11549,1.65556,2.27522,3.16297,3.98505,3.02478,5.66242,2.65205,1.6388,2.42582,2.4765
